        Time / ns                Port1/real
               9.1688663                  5.4058962e-007
               9.1901521                  5.9202962e-007
                9.211438                  6.4597929e-007
               9.2327238                  7.0248434e-007
               9.2433667                  7.3151646e-007
               9.2486881                   7.462824e-007
               9.2540096                  7.5636063e-007
               9.2593311                   7.645986e-007
               9.2646525                  7.5844077e-007
               9.2752954                  7.6756761e-007
               9.2859383                   7.788888e-007
               9.2965812                   7.920508e-007
               9.3178671                  8.2342033e-007
               9.3391529                  8.6038216e-007
               9.3604387                  9.0149919e-007
                9.445582                  1.0756811e-006
               9.4881536                    1.15774e-006
               9.4987965                  1.1772474e-006
               9.5094394                  1.1869141e-006
               9.5147609                  1.1701721e-006
               9.5200823                  1.1678912e-006
               9.5307252                  1.1641093e-006
               9.5520111                     1.1608e-006
               9.5732969                  1.1609426e-006
               9.6158685                  1.1661285e-006
