        Time / ns                Port1/real
               6.6764042                 -7.9193826e-008
               6.6935782                  -7.633138e-008
               6.7107522                 -7.3000391e-008
               6.7279263                 -6.9191992e-008
               6.7451003                 -6.4901762e-008
               6.7536873                 -6.2662681e-008
               6.7579808                 -6.1565902e-008
               6.7622743                 -5.9397688e-008
               6.7794484                  -5.317586e-008
               6.7880354                 -4.9901838e-008
               6.7966224                 -4.6519352e-008
               6.8052094                 -4.3023313e-008
               6.8137964                 -3.9413591e-008
               6.8223834                 -3.5691051e-008
               6.8309704                 -3.1852025e-008
               6.8395575                 -2.7900184e-008
               6.8481445                 -2.3833857e-008
               6.8567315                  -1.965292e-008
               6.8653185                 -1.5360269e-008
                6.869612                  -1.317155e-008
               6.8739055                 -1.0955026e-008
                6.878199                 -8.7114468e-009
               6.8824925                 -6.4410218e-009
                6.886786                 -4.1433657e-009
               6.8910795                 -1.8182367e-009
               6.8953731                  5.3395482e-010
               6.8996666                  2.9124436e-009
               6.9039601                  5.3169881e-009
               6.9082536                   7.747913e-009
               6.9125471                  1.0205465e-008
               6.9168406                  1.2689138e-008
               6.9254276                  1.7731322e-008
               6.9340146                  2.2872264e-008
               6.9426016                  2.8110836e-008
               6.9511887                  3.3442629e-008
               6.9597757                   3.886714e-008
               6.9683627                  4.4380185e-008
               6.9855367                  5.5659678e-008
               6.9941237                  6.1419821e-008
               6.9984172                  6.4329132e-008
               7.0027107                  6.6838016e-008
               7.0070042                  6.9089415e-008
               7.0112978                  7.2229227e-008
               7.0198848                   7.745661e-008
               7.0370588                  8.7969195e-008
               7.0714069                  1.0906128e-007
               7.1057549                  1.2988982e-007
                7.140103                  1.5003039e-007
                7.174451                  1.6911036e-007
               7.1916251                  1.7815246e-007
               7.2087991                  1.8680967e-007
               7.2259731                  1.9505295e-007
               7.2431472                  2.0285308e-007
               7.2517342                  2.0634789e-007
               7.2603212                  2.0858998e-007
               7.2774952                  2.1263228e-007
               7.2946693                  2.1594174e-007
               7.3118433                  2.1845741e-007
               7.3290173                  2.2012979e-007
               7.3461913                  2.2091262e-007
               7.3633654                  2.2077195e-007
               7.3805394                  2.1968734e-007
               7.3977134                  2.1763602e-007
               7.4148875                  2.1460283e-007
               7.4320615                  2.1057925e-007
               7.4492355                   2.055666e-007
               7.4664096                  1.9957755e-007
               7.4835836                  1.9262424e-007
               7.5007576                  1.8476564e-007
               7.5050511                  1.8292172e-007
               7.5093446                  1.7980377e-007
               7.5179316                   1.747087e-007
               7.5351057                  1.6385411e-007
               7.5522797                  1.5212597e-007
               7.5694537                  1.3955268e-007
               7.5866278                  1.2617373e-007
               7.6038018                  1.1203795e-007
               7.6209758                  9.7194178e-008
               7.6381499                  8.1698574e-008
               7.6553239                  6.5603515e-008
               7.6639109                  5.7350244e-008
               7.6724979                  4.8966988e-008
               7.6810849                  4.0465034e-008
               7.6896719                  3.1846886e-008
                7.698259                  2.3125472e-008
                7.706846                  1.4310385e-008
               7.7111395                  9.8684922e-009
                7.715433                   5.406019e-009
               7.7197265                  9.2487556e-010
                 7.72402                 -3.5744139e-009
               7.7283135                 -8.0922678e-009
                7.732607                  -1.262825e-008
                7.741194                 -2.1746616e-008
                7.749781                 -3.0918065e-008
               7.7540746                 -3.4714761e-008
               7.7583681                 -3.8439015e-008
               7.7626616                 -4.3739353e-008
               7.7669551                 -4.8003705e-008
               7.7755421                 -5.6496837e-008
               7.7927161                 -7.3333113e-008
               7.8098902                  -8.986679e-008
               7.8270642                 -1.0598754e-007
               7.8442382                 -1.2158361e-007
               7.8614122                 -1.3656614e-007
               7.8785863                 -1.5082697e-007
               7.8957603                 -1.6428386e-007
               7.9129343                 -1.7684499e-007
               7.9301084                 -1.8843134e-007
               7.9472824                 -1.9897205e-007
               7.9644564                 -2.0839029e-007
